date,total_kl,temp_mean,temp_max,rainfall_mm,is_weekend,is_holiday,occupancy_mean,day_of_week,month,prev_day_kl,rolling7_kl
2024-09-18,616.982,30.84375,34.3,122.7,0,0,0.7026041666666667,2,9,626.968,569.2821428571427
2024-09-19,622.923,30.942708333333332,35.9,177.1,0,0,0.6986458333333333,3,9,616.982,569.8775714285714
2024-09-20,624.367,30.973958333333332,35.0,64.1,0,0,0.7069791666666667,4,9,622.923,569.9132857142857
2024-09-21,441.948,31.240624999999998,35.9,55.8,1,0,0.0,5,9,624.367,569.7927142857143
2024-09-22,439.735,30.95,35.1,86.60000000000001,1,0,0.0,6,9,441.948,569.7437142857143
2024-09-23,620.3389999999999,30.98645833333333,36.7,92.0,0,0,0.7000000000000001,0,9,439.735,569.2218571428572
2024-09-24,618.725,30.971875,34.5,149.5,0,0,0.6997916666666667,1,9,620.3389999999999,570.466
2024-09-25,616.72,30.847916666666666,34.5,127.0,0,0,0.7042708333333333,2,9,618.725,569.2884285714287
2024-09-26,619.4,30.741666666666664,34.2,85.0,0,0,0.7011458333333334,3,9,616.72,569.251
2024-09-27,615.928,31.042708333333334,33.6,77.9,0,0,0.7062499999999999,4,9,619.4,568.7477142857143
2024-09-28,441.78,30.97083333333333,35.8,73.10000000000001,1,0,0.0,5,9,615.928,567.5421428571428
2024-09-29,444.795,30.833333333333332,34.4,74.0,1,0,0.0,6,9,441.78,567.5181428571428
2024-09-30,614.882,30.866666666666664,34.8,123.3,0,0,0.7013541666666666,0,9,444.795,568.241
2024-10-01,603.286,28.046875,31.1,318.6,0,0,0.6947916666666667,1,10,614.882,567.4614285714285
2024-10-02,494.41700000000003,27.868750000000002,31.6,207.7,0,1,0.0,2,10,603.286,565.255857142857
2024-10-03,492.10699999999997,27.721875,30.9,250.4,0,1,0.0,3,10,494.41700000000003,547.784
2024-10-04,489.472,27.675,32.5,184.2,0,1,0.0,4,10,492.10699999999997,529.5992857142857
2024-10-05,428.474,27.676041666666666,30.7,373.0,1,1,0.0,5,10,489.472,511.53414285714285
2024-10-06,422.651,27.95,31.0,336.7,1,0,0.0,6,10,428.474,509.6332857142857
2024-10-07,610.582,28.176041666666666,31.6,231.29999999999998,0,0,0.6989583333333332,0,10,422.651,506.4698571428571
2024-10-08,598.54,28.027083333333334,31.8,210.7,0,0,0.6961458333333334,1,10,610.582,505.8555714285714
2024-10-09,605.796,28.065625,31.9,198.6,0,0,0.708125,2,10,598.54,505.1775714285714
2024-10-10,606.426,27.916666666666668,31.3,256.6,0,0,0.6985416666666667,3,10,605.796,521.0888571428571
2024-10-11,611.431,27.78125,31.4,205.70000000000002,0,0,0.7007291666666666,4,10,606.426,537.4201428571429
2024-10-12,431.511,28.00208333333333,32.2,287.4,1,0,0.0,5,10,611.431,554.8428571428572
2024-10-13,424.169,27.922916666666666,31.1,343.8,1,0,0.0,6,10,431.511,555.2767142857143
2024-10-14,603.978,27.880208333333332,31.1,203.20000000000002,0,0,0.6973958333333333,0,10,424.169,555.4935714285714
2024-10-15,606.158,27.961458333333336,31.3,216.0,0,0,0.6958333333333333,1,10,603.978,554.5501428571429
2024-10-16,599.209,28.016666666666666,32.3,295.2,0,0,0.7062499999999999,2,10,606.158,555.6384285714286
2024-10-17,596.511,27.988541666666666,31.7,338.6,0,0,0.688125,3,10,599.209,554.6974285714285
2024-10-18,596.62,27.894791666666666,31.5,363.7,0,0,0.6984374999999999,4,10,596.511,553.281
2024-10-19,423.249,27.889583333333334,31.5,229.7,1,0,0.0,5,10,596.62,551.1651428571429
2024-10-20,426.762,27.957291666666666,31.9,226.5,1,0,0.0,6,10,423.249,549.9848571428571
2024-10-21,602.757,27.838541666666668,31.5,177.8,0,0,0.6904166666666667,0,10,426.762,550.3552857142857
2024-10-22,590.806,27.7375,31.9,317.0,0,0,0.6952083333333333,1,10,602.757,550.1808571428571
2024-10-23,603.99,28.1125,32.1,316.8,0,0,0.7075,2,10,590.806,547.9877142857142
2024-10-24,608.033,28.027083333333334,32.0,188.1,0,0,0.7015625,3,10,603.99,548.6707142857143
2024-10-25,613.886,27.940625,31.0,298.3,0,0,0.6967708333333333,4,10,608.033,550.3167142857143
2024-10-26,436.247,28.052083333333332,32.7,258.8,1,0,0.0,5,10,613.886,552.7832857142856
2024-10-27,413.271,28.023958333333336,32.0,170.4,1,0,0.0,6,10,436.247,554.6401428571429
2024-10-28,611.243,27.84375,30.8,311.6,0,0,0.7086458333333333,0,10,413.271,552.7128571428572
2024-10-29,615.305,27.959374999999998,31.6,291.2,0,0,0.7007291666666666,1,10,611.243,553.925142857143
2024-10-30,602.038,27.660416666666666,32.2,271.8,0,0,0.7114583333333333,2,10,615.305,557.425
2024-10-31,605.172,27.842708333333334,31.1,295.8,0,0,0.7051041666666666,3,10,602.038,557.1461428571429
2024-11-01,559.313,24.994791666666668,28.5,273.4,0,0,0.6970833333333334,4,11,605.172,556.7374285714286
2024-11-02,393.136,24.932291666666668,28.1,290.90000000000003,1,0,0.0,5,11,559.313,548.9412857142858
2024-11-03,393.159,25.089583333333334,28.7,301.3,1,0,0.0,6,11,393.136,542.7825714285715
2024-11-04,569.937,25.411458333333332,30.3,216.79999999999998,0,0,0.7079166666666666,0,11,393.159,539.9094285714285
2024-11-05,551.258,24.68541666666667,29.6,244.0,0,0,0.6945833333333334,1,11,569.937,534.0085714285714
2024-11-06,561.206,25.164583333333336,28.9,347.8,0,0,0.6983333333333334,2,11,551.258,524.859
2024-11-07,566.778,25.022916666666664,28.1,419.9,0,0,0.699375,3,11,561.206,519.0258571428571
2024-11-08,566.404,24.947916666666668,27.4,268.6,0,0,0.6998958333333333,4,11,566.778,513.5409999999999
2024-11-09,389.40500000000003,25.113541666666666,29.1,176.7,1,0,0.0,5,11,566.404,514.554
2024-11-10,391.233,24.785416666666666,27.4,238.5,1,0,0.0,6,11,389.40500000000003,514.021
2024-11-11,564.651,25.108333333333334,29.7,247.89999999999998,0,0,0.7045833333333333,0,11,391.233,513.7458571428572
2024-11-12,562.342,24.897916666666664,29.0,301.7,0,0,0.699375,1,11,564.651,512.9907142857144
2024-11-13,558.291,25.160416666666666,28.4,300.6,0,0,0.7021875,2,11,562.342,514.5741428571429
2024-11-14,559.353,25.019791666666666,28.3,289.9,0,0,0.7030208333333333,3,11,558.291,514.1577142857143
2024-11-15,560.423,24.63854166666667,27.6,229.8,0,0,0.7005208333333334,4,11,559.353,513.097
2024-11-16,389.482,24.915625000000002,28.6,225.2,1,0,0.0,5,11,560.423,512.2425714285715
2024-11-17,390.353,24.98229166666667,29.0,198.3,1,0,0.0,6,11,389.482,512.2535714285715
2024-11-18,564.938,25.019791666666666,28.5,244.5,0,0,0.69875,0,11,390.353,512.1278571428572
2024-11-19,559.874,25.09583333333333,30.0,251.29999999999998,0,0,0.7067708333333332,1,11,564.938,512.1688571428571
2024-11-20,569.584,24.776041666666668,28.0,231.5,0,0,0.7005208333333334,2,11,559.874,511.81628571428575
2024-11-21,564.825,24.616666666666664,28.5,254.0,0,0,0.7029166666666667,3,11,569.584,513.4295714285714
2024-11-22,562.065,24.913541666666664,28.6,217.79999999999998,0,0,0.69875,4,11,564.825,514.2112857142857
2024-11-23,394.509,25.29479166666667,28.4,250.8,1,0,0.0,5,11,562.065,514.4458571428571
2024-11-24,393.743,25.042708333333334,30.5,395.3,1,0,0.0,6,11,394.509,515.164
2024-11-25,567.875,25.36145833333333,29.1,203.3,0,0,0.6939583333333333,0,11,393.743,515.6482857142857
2024-11-26,564.086,25.0625,29.0,191.4,0,0,0.7076041666666667,1,11,567.875,516.0678571428572
2024-11-27,551.5889999999999,24.998958333333334,28.6,428.6,0,0,0.7113541666666667,2,11,564.086,516.6695714285714
2024-11-28,566.208,25.118750000000002,29.1,173.3,0,0,0.69875,3,11,551.5889999999999,514.0988571428571
2024-11-29,556.244,25.24791666666667,28.3,272.2,0,0,0.7067708333333332,4,11,566.208,514.2964285714286
2024-11-30,392.706,24.901041666666668,27.5,234.6,1,0,0.0,5,11,556.244,513.4648571428571
2024-12-01,389.591,22.789583333333336,26.0,329.5,1,0,0.0,6,12,392.706,513.2072857142857
2024-12-02,559.721,22.778125,27.1,245.6,0,0,0.7002083333333333,0,12,389.591,512.6141428571428
2024-12-03,557.967,22.662499999999998,25.8,284.3,0,0,0.7009375000000001,1,12,559.721,511.4492857142856
2024-12-04,556.945,22.931250000000002,26.4,353.6,0,0,0.7005208333333334,2,12,557.967,510.57514285714285
2024-12-05,552.931,22.625,25.8,549.3,0,0,0.6979166666666666,3,12,556.945,511.3402857142857
2024-12-06,557.436,22.745833333333334,26.6,343.8,0,0,0.7009375000000001,4,12,552.931,509.44357142857143
2024-12-07,390.007,22.770833333333332,26.0,255.2,1,0,0.0,5,12,557.436,509.61385714285717
2024-12-08,384.099,22.651041666666668,25.5,328.9,1,0,0.0,6,12,390.007,509.2282857142858
2024-12-09,556.646,22.751041666666666,26.4,218.6,0,0,0.7094791666666667,0,12,384.099,508.4437142857143
2024-12-10,564.13,22.773958333333336,27.5,138.5,0,0,0.7005208333333334,1,12,556.646,508.0044285714286
2024-12-11,555.744,22.897916666666664,26.4,273.5,0,0,0.70375,2,12,564.13,508.8848571428572
2024-12-12,562.352,22.933333333333334,26.3,280.2,0,0,0.7003125,3,12,555.744,508.7132857142857
2024-12-13,557.84,22.739583333333332,26.6,256.7,0,0,0.7026041666666667,4,12,562.352,510.05914285714283
2024-12-14,392.203,22.823958333333334,27.0,354.7,1,0,0.0,5,12,557.84,510.1168571428571
2024-12-15,390.362,23.036458333333332,27.8,230.4,1,0,0.0,6,12,392.203,510.4305714285714
2024-12-16,560.843,22.853125000000002,25.7,307.0,0,0,0.7014583333333334,0,12,390.362,511.3252857142857
2024-12-17,557.165,22.735416666666666,26.8,206.1,0,0,0.6953125,1,12,560.843,511.92485714285715
2024-12-18,559.289,22.765625,27.2,280.6,0,0,0.6893750000000001,2,12,557.165,510.92985714285714
2024-12-19,560.994,22.784375,26.8,175.8,0,0,0.6932291666666667,3,12,559.289,511.4362857142857
2024-12-20,450.097,22.870833333333334,26.0,241.2,0,1,0.0,4,12,560.994,511.24228571428574
2024-12-21,382.478,22.866666666666664,27.1,274.7,1,1,0.0,5,12,450.097,495.85042857142855
2024-12-22,390.416,22.769791666666666,26.7,228.9,1,1,0.0,6,12,382.478,494.4611428571429
2024-12-23,453.72,22.792708333333334,26.6,230.1,0,1,0.0,0,12,390.416,494.4688571428572
2024-12-24,444.033,22.704166666666666,25.8,417.5,0,1,0.0,1,12,453.72,479.16557142857147
2024-12-25,452.092,22.735416666666666,26.5,265.4,0,1,0.0,2,12,444.033,463.00385714285716
2024-12-26,448.875,23.001041666666666,26.4,367.8,0,1,0.0,3,12,452.092,447.69
2024-12-27,444.488,22.68958333333333,25.8,202.1,0,1,0.0,4,12,448.875,431.67299999999994
2024-12-28,386.78000000000003,22.679166666666664,27.1,233.4,1,1,0.0,5,12,444.488,430.87171428571435
2024-12-29,387.966,22.99791666666667,26.3,225.2,1,1,0.0,6,12,386.78000000000003,431.4862857142857
2024-12-30,450.857,22.72083333333333,25.8,261.9,0,1,0.0,0,12,387.966,431.1362857142857
2024-12-31,447.25,22.859375,26.5,253.5,0,1,0.0,1,12,450.857,430.72728571428576
2025-01-01,451.581,22.015625,25.9,44.8,0,1,0.0,2,1,447.25,431.18685714285715
2025-01-02,448.456,22.096875,26.2,29.700000000000003,0,1,0.0,3,1,451.581,431.11385714285717
2025-01-03,449.642,22.027083333333334,25.9,66.0,0,1,0.0,4,1,448.456,431.05400000000003
2025-01-04,389.728,22.007291666666664,25.2,62.1,1,1,0.0,5,1,449.642,431.79028571428574
2025-01-05,386.608,22.079166666666666,25.1,37.3,1,1,0.0,6,1,389.728,432.2114285714286
2025-01-06,551.526,21.79895833333333,24.5,36.5,0,0,0.7000000000000001,0,1,386.608,432.01742857142864
2025-01-07,559.811,22.10625,25.0,16.7,0,0,0.7007291666666666,1,1,551.526,446.3987142857142
2025-01-08,561.991,21.905208333333334,24.3,31.799999999999997,0,0,0.6934375,2,1,559.811,462.4788571428571
2025-01-09,557.581,22.133333333333336,25.8,0.0,0,0,0.6906249999999999,3,1,561.991,478.2517142857143
2025-01-10,559.684,21.96666666666667,24.9,35.8,0,0,0.698125,4,1,557.581,493.841
2025-01-11,383.17,22.016666666666666,26.2,15.3,1,0,0.0,5,1,559.684,509.56128571428565
2025-01-12,390.451,21.87708333333333,26.5,27.1,1,0,0.0,6,1,383.17,508.6244285714286
2025-01-13,558.841,21.84375,25.5,8.9,0,0,0.6970833333333334,0,1,390.451,509.1734285714286
2025-01-14,557.377,22.094791666666666,25.3,11.5,0,0,0.7053124999999999,1,1,558.841,510.21842857142866
2025-01-15,565.81,22.04895833333333,25.3,13.4,0,0,0.7011458333333334,2,1,557.377,509.8707142857143
2025-01-16,551.878,21.714583333333334,26.5,4.7,0,0,0.6954166666666667,3,1,565.81,510.41628571428566
2025-01-17,559.784,21.77916666666667,25.3,25.6,0,0,0.6991666666666667,4,1,551.878,509.6015714285714
2025-01-18,389.937,22.176041666666666,25.8,52.1,1,0,0.0,5,1,559.784,509.6158571428572
2025-01-19,388.169,21.809375,25.0,35.4,1,0,0.0,6,1,389.937,510.58257142857144
2025-01-20,557.652,21.931250000000002,25.7,20.7,0,0,0.7014583333333334,0,1,388.169,510.2565714285715
2025-01-21,560.548,21.967708333333334,25.6,30.5,0,0,0.6990625,1,1,557.652,510.08671428571427
2025-01-22,557.096,22.007291666666664,25.5,6.6,0,0,0.6980208333333334,2,1,560.548,510.5397142857143
2025-01-23,555.783,22.01770833333333,27.4,12.5,0,0,0.7064583333333333,3,1,557.096,509.2948571428571
2025-01-24,555.144,21.93958333333333,26.2,24.8,0,0,0.6955208333333333,4,1,555.783,509.8527142857143
2025-01-25,392.279,22.077083333333334,25.3,34.8,1,0,0.0,5,1,555.144,509.1898571428572
2025-01-26,390.314,22.08125,26.3,47.699999999999996,1,0,0.0,6,1,392.279,509.5244285714286
2025-01-27,554.307,22.198958333333334,26.5,50.400000000000006,0,0,0.6980208333333334,0,1,390.314,509.83085714285716
2025-01-28,550.735,22.15625,25.3,22.0,0,0,0.6966666666666667,1,1,554.307,509.35299999999995
2025-01-29,553.977,21.815625,25.5,17.4,0,0,0.6994791666666668,2,1,550.735,507.9511428571428
2025-01-30,557.331,21.832291666666666,25.7,17.4,0,0,0.7046875,3,1,553.977,507.5055714285714
2025-01-31,561.124,22.079166666666666,25.9,30.6,0,0,0.7041666666666666,4,1,557.331,507.7267142857143
2025-02-01,394.7,22.846875,26.2,19.5,1,0,0.0,5,2,561.124,508.581
2025-02-02,397.793,22.821875000000002,26.7,25.5,1,0,0.0,6,2,394.7,508.9268571428571
2025-02-03,560.544,22.95520833333333,26.5,30.8,0,0,0.7002083333333333,0,2,397.793,509.9952857142857
2025-02-04,557.3389999999999,22.818749999999998,25.7,34.8,0,0,0.6861458333333333,1,2,560.544,510.8862857142857
2025-02-05,559.834,22.917708333333334,26.6,0.0,0,0,0.7021875,2,2,557.3389999999999,511.82971428571426
2025-02-06,557.173,22.715625,26.4,14.4,0,0,0.6921875000000001,3,2,559.834,512.6664285714286
2025-02-07,560.125,22.698958333333334,26.3,1.7,0,0,0.6974999999999999,4,2,557.173,512.6438571428572
2025-02-08,392.97,22.902083333333334,26.6,7.1,1,0,0.0,5,2,560.125,512.5011428571428
2025-02-09,389.503,23.022916666666664,27.7,1.5,1,0,0.0,6,2,392.97,512.254
2025-02-10,560.596,22.76875,27.0,20.5,0,0,0.7057291666666666,0,2,389.503,511.06971428571427
2025-02-11,566.298,22.890625,25.6,36.8,0,0,0.6989583333333332,1,2,560.596,511.07714285714286
2025-02-12,556.591,22.660416666666666,25.7,18.5,0,0,0.700625,2,2,566.298,512.357
2025-02-13,554.382,22.743750000000002,26.0,19.4,0,0,0.6971875000000001,3,2,556.591,511.89371428571434
2025-02-14,560.636,22.616666666666664,25.6,7.8,0,0,0.6977083333333334,4,2,554.382,511.495
2025-02-15,396.687,22.712500000000002,26.2,3.5,1,0,0.0,5,2,560.636,511.5679999999999
2025-02-16,387.87600000000003,22.896874999999998,25.6,16.4,1,0,0.0,6,2,396.687,512.099
2025-02-17,560.291,22.869791666666668,26.8,39.9,0,0,0.7011458333333334,0,2,387.87600000000003,511.8665714285714
2025-02-18,551.056,22.825,27.2,23.8,0,0,0.7053124999999999,1,2,560.291,511.823
2025-02-19,553.186,22.836458333333336,26.3,33.099999999999994,0,0,0.71125,2,2,551.056,509.6455714285714
2025-02-20,559.149,22.666666666666668,27.2,12.7,0,0,0.7055208333333334,3,2,553.186,509.15914285714285
2025-02-21,557.649,22.854166666666668,26.4,3.8,0,0,0.7015625,4,2,559.149,509.84014285714284
2025-02-22,394.633,23.105208333333334,26.1,13.799999999999999,1,0,0.0,5,2,557.649,509.41342857142854
2025-02-23,393.984,22.587500000000002,27.5,25.7,1,0,0.0,6,2,394.633,509.12
2025-02-24,560.854,22.730208333333334,26.5,6.699999999999999,0,0,0.7008333333333333,0,2,393.984,509.99257142857147
2025-02-25,555.645,22.563541666666666,26.2,10.0,0,0,0.7034375,1,2,560.854,510.073
2025-02-26,560.519,22.493750000000002,25.7,21.4,0,0,0.6958333333333333,2,2,555.645,510.7285714285714
2025-02-27,555.21,22.635416666666668,25.4,17.5,0,0,0.7039583333333334,3,2,560.519,511.7761428571429
2025-02-28,554.502,22.884375000000002,27.2,18.1,0,0,0.6984374999999999,4,2,555.21,511.2134285714286
2025-03-01,433.871,25.059375,28.0,26.599999999999998,1,0,0.0,5,3,554.502,510.76385714285715
2025-03-02,432.412,25.011458333333334,28.6,20.9,1,0,0.0,6,3,433.871,516.3692857142858
2025-03-03,598.594,24.963541666666668,27.7,0.7,0,0,0.6940624999999999,0,3,432.412,521.859
2025-03-04,607.833,25.248958333333334,28.3,0.0,0,0,0.7017708333333333,1,3,598.594,527.2504285714286
2025-03-05,601.743,24.858333333333334,28.6,64.5,0,0,0.7036458333333333,2,3,607.833,534.7058571428572
2025-03-06,608.038,24.62708333333333,28.7,46.300000000000004,0,0,0.6941666666666667,3,3,601.743,540.595
2025-03-07,603.592,25.088541666666668,28.8,35.8,0,0,0.695625,4,3,608.038,548.1418571428571
2025-03-08,434.348,24.867708333333336,29.3,14.9,1,0,0.0,5,3,603.592,555.1547142857142
2025-03-09,433.159,24.792708333333334,27.6,14.3,1,0,0.0,6,3,434.348,555.2228571428572
2025-03-10,603.627,24.926041666666666,28.5,4.2,0,0,0.7030208333333333,0,3,433.159,555.3295714285715
2025-03-11,601.084,25.015625,28.5,13.1,0,0,0.7010416666666667,1,3,603.627,556.0485714285714
2025-03-12,607.547,25.009375000000002,28.8,25.6,0,0,0.6998958333333333,2,3,601.084,555.0844285714286
2025-03-13,605.51,24.885416666666668,27.9,26.0,0,0,0.7039583333333334,3,3,607.547,555.9135714285715
2025-03-14,600.727,24.983333333333334,28.7,35.4,0,0,0.7070833333333333,4,3,605.51,555.5524285714285
2025-03-15,427.998,24.967708333333334,29.7,12.4,1,0,0.0,5,3,600.727,555.1431428571428
2025-03-16,432.787,24.948958333333334,28.6,43.0,1,0,0.0,6,3,427.998,554.236
2025-03-17,602.254,24.98125,28.1,3.8,0,0,0.6903125,0,3,432.787,554.1828571428571
2025-03-18,597.764,24.884375000000002,28.6,16.7,0,0,0.703125,1,3,602.254,553.9867142857144
2025-03-19,610.041,25.150000000000002,28.5,23.9,0,0,0.7058333333333334,2,3,597.764,553.5124285714286
2025-03-20,604.874,25.101041666666664,28.3,14.7,0,0,0.7018749999999999,3,3,610.041,553.8687142857143
2025-03-21,613.322,24.959374999999998,28.2,33.5,0,0,0.7022916666666666,4,3,604.874,553.7778571428572
2025-03-22,425.233,24.9875,28.4,34.8,1,0,0.0,5,3,613.322,555.5771428571428
2025-03-23,428.94,25.1375,29.3,1.9,1,0,0.0,6,3,425.233,555.1821428571428
2025-03-24,608.481,25.040625000000002,28.0,5.7,0,0,0.6952083333333333,0,3,428.94,554.6325714285714
2025-03-25,607.609,25.101041666666664,28.5,41.1,0,0,0.7036458333333333,1,3,608.481,555.5221428571429
2025-03-26,597.881,24.963541666666668,28.3,19.9,0,0,0.7030208333333333,2,3,607.609,556.9285714285714
2025-03-27,594.642,24.961458333333336,28.8,46.1,0,0,0.6959375,3,3,597.881,555.1914285714286
2025-03-28,598.122,24.77916666666667,27.4,75.0,0,0,0.7022916666666666,4,3,594.642,553.7297142857143
2025-03-29,431.516,24.83020833333333,28.1,27.7,1,0,0.0,5,3,598.122,551.5582857142857
2025-03-30,435.329,24.865624999999998,28.5,0.0,1,0,0.0,6,3,431.516,552.4558571428572
2025-03-31,600.531,24.761458333333334,28.4,28.8,0,0,0.6931250000000001,0,3,435.329,553.3685714285714
2025-04-01,615.204,28.046875,30.5,21.9,0,0,0.699375,1,4,600.531,552.2328571428571
2025-04-02,620.604,27.776041666666668,31.8,29.0,0,0,0.6919791666666667,2,4,615.204,553.3178571428572
2025-04-03,611.825,28.115624999999998,31.6,40.1,0,0,0.6996875,3,4,620.604,556.5640000000001
2025-04-04,620.07,28.110416666666666,31.8,52.0,0,0,0.6980208333333334,4,4,611.825,559.0187142857143
2025-04-05,429.652,27.791666666666668,31.8,9.2,1,0,0.0,5,4,620.07,562.1541428571429
2025-04-06,436.891,27.891666666666666,30.9,0.4,1,0,0.0,6,4,429.652,561.8878571428571
2025-04-07,615.634,28.10625,31.6,54.4,0,0,0.6973958333333333,0,4,436.891,562.111
2025-04-08,610.056,28.042708333333334,32.2,42.7,0,0,0.6947916666666667,1,4,615.634,564.2685714285715
2025-04-09,609.724,27.917708333333334,32.1,91.2,0,0,0.6927083333333334,2,4,610.056,563.5331428571428
2025-04-10,613.408,27.726041666666664,30.9,32.5,0,0,0.695625,3,4,609.724,561.9788571428571
2025-04-11,617.875,28.118750000000002,32.2,9.1,0,0,0.7020833333333334,4,4,613.408,562.205
2025-04-12,438.666,27.989583333333332,32.3,39.4,1,1,0.0,5,4,617.875,561.8914285714285
2025-04-13,435.586,27.655208333333334,31.2,43.9,1,1,0.0,6,4,438.666,563.1791428571429
2025-04-14,498.142,27.744791666666668,31.1,40.0,0,1,0.0,0,4,435.586,562.9927142857143
2025-04-15,493.476,28.068749999999998,31.5,25.3,0,1,0.0,1,4,498.142,546.2081428571429
2025-04-16,498.24399999999997,27.98229166666667,31.8,19.799999999999997,0,1,0.0,2,4,493.476,529.5538571428572
2025-04-17,501.152,27.93541666666667,31.2,3.5,0,1,0.0,3,4,498.24399999999997,513.6281428571428
2025-04-18,501.399,27.85625,32.4,7.3,0,1,0.0,4,4,501.152,497.5915714285714
2025-04-19,443.31,28.0625,31.1,0.0,1,1,0.0,5,4,501.399,480.95214285714286
2025-04-20,432.863,28.01875,31.0,13.2,1,1,0.0,6,4,443.31,481.61557142857146
2025-04-21,502.315,27.863541666666666,30.5,7.0,0,1,0.0,0,4,432.863,481.2265714285714
2025-04-22,496.828,27.446875000000002,31.0,25.0,0,1,0.0,1,4,502.315,481.8227142857143
2025-04-23,498.803,27.929166666666664,31.5,15.5,0,1,0.0,2,4,496.828,482.30157142857144
2025-04-24,500.174,27.941666666666666,31.1,54.4,0,1,0.0,3,4,498.803,482.38142857142856
2025-04-25,501.699,27.994791666666668,31.9,0.0,0,1,0.0,4,4,500.174,482.2417142857143
2025-04-26,438.39,27.977083333333336,32.7,11.5,1,1,0.0,5,4,501.699,482.2845714285714
2025-04-27,436.395,28.441666666666666,32.0,26.4,1,1,0.0,6,4,438.39,481.5817142857142
2025-04-28,496.644,28.245833333333334,31.5,54.5,0,1,0.0,0,4,436.395,482.0862857142857
2025-04-29,497.847,27.879166666666666,31.5,19.700000000000003,0,1,0.0,1,4,496.644,481.2761428571429
2025-04-30,501.2,27.844791666666666,31.7,15.7,0,1,0.0,2,4,497.847,481.42171428571424
2025-05-01,506.677,31.03125,35.0,32.7,0,1,0.0,3,5,501.2,481.7641428571429
2025-05-02,510.928,30.792708333333334,34.7,8.5,0,1,0.0,4,5,506.677,482.69314285714285
2025-05-03,441.933,31.18541666666667,35.5,14.2,1,1,0.0,5,5,510.928,484.0115714285715
2025-05-04,445.051,30.79479166666667,36.6,18.7,1,1,0.0,6,5,441.933,484.5177142857143
2025-05-05,507.549,31.061458333333334,34.4,1.7,0,1,0.0,0,5,445.051,485.75428571428574
2025-05-06,504.75,30.916666666666668,35.1,28.6,0,1,0.0,1,5,507.549,487.3121428571429
2025-05-07,517.087,31.042708333333334,35.6,35.6,0,1,0.0,2,5,504.75,488.2982857142857
2025-05-08,508.94,30.910416666666666,35.3,28.4,0,1,0.0,3,5,517.087,490.5678571428571
2025-05-09,504.586,30.82604166666667,34.0,29.9,0,1,0.0,4,5,508.94,490.8911428571429
2025-05-10,443.679,31.015625,34.5,15.3,1,1,0.0,5,5,504.586,489.9851428571428
2025-05-11,447.632,31.121875,34.0,11.9,1,1,0.0,6,5,443.679,490.2345714285714
2025-05-12,507.393,30.836458333333336,34.4,10.700000000000001,0,1,0.0,0,5,447.632,490.60328571428573
2025-05-13,509.973,31.072916666666668,34.8,28.6,0,1,0.0,1,5,507.393,490.581
2025-05-14,508.445,31.0625,33.9,37.0,0,1,0.0,2,5,509.973,491.32714285714286
2025-05-15,509.264,31.040625000000002,35.5,0.0,0,1,0.0,3,5,508.445,490.0925714285714
2025-05-16,503.066,30.825,34.6,15.6,0,1,0.0,4,5,509.264,490.1388571428571
2025-05-17,446.699,30.983333333333334,34.6,5.9,1,1,0.0,5,5,503.066,489.9217142857143
2025-05-18,444.299,31.202083333333334,34.0,27.2,1,1,0.0,6,5,446.699,490.3531428571428
2025-05-19,504.501,31.336458333333336,35.0,6.6,0,1,0.0,0,5,444.299,489.87699999999995
2025-05-20,509.211,30.868750000000002,35.8,58.0,0,1,0.0,1,5,504.501,489.46385714285714
2025-05-21,506.401,31.164583333333336,33.7,21.0,0,1,0.0,2,5,509.211,489.35499999999996
2025-05-22,510.786,30.789583333333336,34.9,19.9,0,1,0.0,3,5,506.401,489.06300000000005
2025-05-23,506.863,31.131249999999998,34.1,33.5,0,1,0.0,4,5,510.786,489.2804285714286
2025-05-24,443.749,30.954166666666666,34.0,4.800000000000001,1,1,0.0,5,5,506.863,489.8228571428571
2025-05-25,450.975,31.08020833333333,35.0,19.6,1,1,0.0,6,5,443.749,489.40142857142865
2025-05-26,511.833,31.01354166666667,33.9,8.4,0,1,0.0,0,5,450.975,490.3551428571429
2025-05-27,503.425,30.719791666666666,33.5,3.4,0,1,0.0,1,5,511.833,491.40257142857143
2025-05-28,509.667,31.032291666666666,36.0,92.9,0,1,0.0,2,5,503.425,490.576
2025-05-29,501.834,30.922916666666666,34.4,18.8,0,1,0.0,3,5,509.667,491.0425714285714
2025-05-30,499.666,30.7625,33.8,22.8,0,1,0.0,4,5,501.834,489.7637142857143
2025-05-31,445.229,30.8,34.4,48.60000000000001,1,0,0.0,5,5,499.666,488.7355714285714
2025-06-01,448.628,33.27395833333333,37.6,148.29999999999998,1,0,0.0,6,6,445.229,488.947
2025-06-02,626.66,33.221875000000004,38.3,169.3,0,0,0.695625,0,6,448.628,488.61171428571424
2025-06-03,628.793,33.280208333333334,37.2,136.2,0,0,0.7015625,1,6,626.66,505.0155714285714
2025-06-04,625.479,33.32604166666667,36.3,189.5,0,0,0.7065625,2,6,628.793,522.9252857142857
2025-06-05,619.77,33.526041666666664,36.9,68.89999999999999,0,0,0.7007291666666666,3,6,625.479,539.4698571428572
2025-06-06,620.544,33.06875,36.8,124.8,0,0,0.7015625,4,6,619.77,556.3178571428572
2025-06-07,441.606,32.954166666666666,36.2,101.7,1,0,0.0,5,6,620.544,573.5861428571428
